,LSLR Program,Public or Consumer,Work Address,Status,Zip,Ward,Date Completed,program,ZIP,BOTH AS REQUIRED or Consumer,Type of Service,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address,row,classification_for_entire_service_line,stnum1,stnum2,stdir,stname,sttype,zip,geocoder,lat,long,geoid,matched_address,m_is_intersection,_merge
5301,Homeowner Initiated LSLR,BOTH AS REQUIRED,1332 s Lawndale,Completed,60623,24.0,2025-07-14 08:47:06,Homeowner Initiated,,,,2025.0,07/2025,07-14,1332 S LAWNDALE,5584,Homeowner Initiated 1332 S LAWNDALE,"1332 S LAWNDALE, CHICAGO IL 60623",,,,,,,,,,,,,,,left_only
5418,Breaks & Leaks LSLR,CONSUMER,13529 S AVENUE O,Completed,60633,10.0,2025-07-08 15:00:00,Breaks Leaks,,,,2025.0,07/2025,07-08,13529 S AVENUE O,5687,Breaks Leaks 13529 S AVENUE O,"13529 S AVENUE O, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
5419,Breaks & Leaks LSLR,PUBLIC,13529 S AVENUE O,Completed,60633,10.0,2025-07-08 15:00:00,Breaks Leaks,,,,2025.0,07/2025,07-08,13529 S AVENUE O,5688,Breaks Leaks 13529 S AVENUE O,"13529 S AVENUE O, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
5424,Homeowner Initiated LSLR,BOTH AS REQUIRED,2848 w. dickens,Completed,60647,1.0,2025-07-08 00:00:00,Homeowner Initiated,,,,2025.0,07/2025,07-08,2848 W DICKENS,5693,Homeowner Initiated 2848 W DICKENS,"2848 W DICKENS, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
5582,Breaks & Leaks LSLR,PUBLIC,5024 26 N BROADWAY,Completed,60640,47.0,2025-07-05 00:00:00,Breaks Leaks,,,,2025.0,07/2025,07-05,5024 N BROADWAY,5851,Breaks Leaks 5024 N BROADWAY,"5024 N BROADWAY, CHICAGO IL 60640",,,,,,,,,,,,,,,left_only
5583,Breaks & Leaks LSLR,CONSUMER,5024 26 N BROADWAY,Completed,60640,47.0,2025-07-05 00:00:00,Breaks Leaks,,,,2025.0,07/2025,07-05,5024 N BROADWAY,5852,Breaks Leaks 5024 N BROADWAY,"5024 N BROADWAY, CHICAGO IL 60640",,,,,,,,,,,,,,,left_only
5869,Breaks & Leaks LSLR,CONSUMER,1214 16 W 18TH ST,Completed,60608,25.0,2025-07-05 00:00:00,Breaks Leaks,,,,2025.0,07/2025,07-05,1214 W 18TH ST,6138,Breaks Leaks 1214 W 18TH ST,"1214 W 18TH ST, CHICAGO IL 60608",,,,,,,,,,,,,,,left_only
5879,Breaks & Leaks LSLR,PUBLIC,10800 S AVENUE L,Completed,60617,10.0,2025-07-05 00:00:00,Breaks Leaks,,,,2025.0,07/2025,07-05,10800 S AVENUE L,6148,Breaks Leaks 10800 S AVENUE L,"10800 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
5880,Breaks & Leaks LSLR,CONSUMER,10800 S AVENUE L,Completed,60617,10.0,2025-07-05 00:00:00,Breaks Leaks,,,,2025.0,07/2025,07-05,10800 S AVENUE L,6149,Breaks Leaks 10800 S AVENUE L,"10800 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
5882,Breaks & Leaks LSLR,PUBLIC,1214 16 W 18TH ST,Completed,60608,25.0,2025-07-05 00:00:00,Breaks Leaks,,,,2025.0,07/2025,07-05,1214 W 18TH ST,6151,Breaks Leaks 1214 W 18TH ST,"1214 W 18TH ST, CHICAGO IL 60608",,,,,,,,,,,,,,,left_only
5883,Breaks & Leaks LSLR,PUBLIC,11143 S AVENUE B,Completed,60617,10.0,2025-07-05 00:00:00,Breaks Leaks,,,,2025.0,07/2025,07-05,11143 S AVENUE B,6152,Breaks Leaks 11143 S AVENUE B,"11143 S AVENUE B, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
5884,Breaks & Leaks LSLR,CONSUMER,11143 S AVENUE B,Completed,60617,10.0,2025-07-05 00:00:00,Breaks Leaks,,,,2025.0,07/2025,07-05,11143 S AVENUE B,6153,Breaks Leaks 11143 S AVENUE B,"11143 S AVENUE B, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6262,Breaks & Leaks LSLR,CONSUMER,11229 S AVENUE H,Completed,60617,10.0,2025-06-23 11:30:00,Breaks Leaks,,,,2025.0,06/2025,06-23,11229 S AVENUE H,6526,Breaks Leaks 11229 S AVENUE H,"11229 S AVENUE H, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6263,Breaks & Leaks LSLR,PUBLIC,11229 S AVENUE H,Completed,60617,10.0,2025-06-23 11:30:00,Breaks Leaks,,,,2025.0,06/2025,06-23,11229 S AVENUE H,6527,Breaks Leaks 11229 S AVENUE H,"11229 S AVENUE H, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6289,Breaks & Leaks LSLR,CONSUMER,11114 S AVENUE E,Completed,60617,10.0,2025-06-20 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-20,11114 S AVENUE E,6553,Breaks Leaks 11114 S AVENUE E,"11114 S AVENUE E, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6290,Breaks & Leaks LSLR,PUBLIC,11114 S AVENUE E,Completed,60617,10.0,2025-06-20 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-20,11114 S AVENUE E,6554,Breaks Leaks 11114 S AVENUE E,"11114 S AVENUE E, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6373,Breaks & Leaks LSLR,PUBLIC,11245 S AVENUE M,Completed,60617,10.0,2025-06-16 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-16,11245 S AVENUE M,6637,Breaks Leaks 11245 S AVENUE M,"11245 S AVENUE M, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6380,Breaks & Leaks LSLR,CONSUMER,11245 S AVENUE M,Completed,60617,10.0,2025-06-16 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-16,11245 S AVENUE M,6644,Breaks Leaks 11245 S AVENUE M,"11245 S AVENUE M, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6401,Breaks & Leaks LSLR,CONSUMER,11237 S AVENUE J,Completed,60617,10.0,2025-06-13 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-13,11237 S AVENUE J,6665,Breaks Leaks 11237 S AVENUE J,"11237 S AVENUE J, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6402,Breaks & Leaks LSLR,PUBLIC,11237 S AVENUE J,Completed,60617,10.0,2025-06-13 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-13,11237 S AVENUE J,6666,Breaks Leaks 11237 S AVENUE J,"11237 S AVENUE J, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6413,Breaks & Leaks LSLR,CONSUMER,7159 S FRANCISCO AVE,Completed,60652,18.0,2025-06-12 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-12,7159 S FRANCISCO AVE,6677,Breaks Leaks 7159 S FRANCISCO AVE,"7159 S FRANCISCO AVE, CHICAGO IL 60652",,,,,,,,,,,,,,,left_only
6414,Breaks & Leaks LSLR,PUBLIC,7159 S FRANCISCO AVE,Completed,60652,18.0,2025-06-12 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-12,7159 S FRANCISCO AVE,6678,Breaks Leaks 7159 S FRANCISCO AVE,"7159 S FRANCISCO AVE, CHICAGO IL 60652",,,,,,,,,,,,,,,left_only
6421,Daycare LSLR,PUBLIC,5480 S KENWOOD AVE,Completed,60615,5.0,2025-06-12 00:00:00,Daycare Public,,,,2025.0,06/2025,06-12,5480 S KENWOOD AVE,6685,Daycare Public 5480 S KENWOOD AVE,"5480 S KENWOOD AVE, CHICAGO IL 60615",,,,,,,,,,,,,,,left_only
6433,Daycare LSLR,CONSUMER,5480 S KENWOOD AVE,Completed,60615,5.0,2025-06-12 00:00:00,Daycare Private,,,,2025.0,06/2025,06-12,5480 S KENWOOD AVE,6697,Daycare Private 5480 S KENWOOD AVE,"5480 S KENWOOD AVE, CHICAGO IL 60615",,,,,,,,,,,,,,,left_only
6443,Breaks & Leaks LSLR,PUBLIC,4157 W CERMAK RD,Completed,60623,22.0,2025-06-11 16:28:00,Breaks Leaks,,,,2025.0,06/2025,06-11,4157 W CERMAK RD,6707,Breaks Leaks 4157 W CERMAK RD,"4157 W CERMAK RD, CHICAGO IL 60623",,,,,,,,,,,,,,,left_only
6444,Breaks & Leaks LSLR,CONSUMER,4157 W CERMAK RD,Completed,60623,22.0,2025-06-11 16:28:00,Breaks Leaks,,,,2025.0,06/2025,06-11,4157 W CERMAK RD,6708,Breaks Leaks 4157 W CERMAK RD,"4157 W CERMAK RD, CHICAGO IL 60623",,,,,,,,,,,,,,,left_only
6472,Homeowner Initiated LSLR,BOTH AS REQUIRED,4118 N. FRANCISCO,Completed,60618,33.0,2025-06-11 00:00:00,Homeowner Initiated,,,,2025.0,06/2025,06-11,4118 N FRANCISCO,6736,Homeowner Initiated 4118 N FRANCISCO,"4118 N FRANCISCO, CHICAGO IL 60618",,,,,,,,,,,,,,,left_only
6568,Breaks & Leaks LSLR,CONSUMER,10401 S AVENUE L,Completed,60617,10.0,2025-06-05 00:00:00,Breaks Leaks,,,,2025.0,06/2025,06-05,10401 S AVENUE L,6832,Breaks Leaks 10401 S AVENUE L,"10401 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6572,Breaks & Leaks LSLR,PUBLIC,10401 S AVENUE L,Completed,60617,10.0,2025-06-05 00:00:00,Breaks Leaks,,,,2025.0,06/2025,06-05,10401 S AVENUE L,6836,Breaks Leaks 10401 S AVENUE L,"10401 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6588,Breaks & Leaks LSLR,CONSUMER,10252 S AVENUE M,Completed,60617,10.0,2025-06-03 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-03,10252 S AVENUE M,6852,Breaks Leaks 10252 S AVENUE M,"10252 S AVENUE M, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6593,Breaks & Leaks LSLR,PUBLIC,10252 S AVENUE M,Completed,60617,10.0,2025-06-03 15:00:00,Breaks Leaks,,,,2025.0,06/2025,06-03,10252 S AVENUE M,6857,Breaks Leaks 10252 S AVENUE M,"10252 S AVENUE M, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6642,Breaks & Leaks LSLR,CONSUMER,9635 S AVENUE M,Completed,60617,10.0,2025-05-30 15:00:00,Breaks Leaks,,,,2025.0,05/2025,05-30,9635 S AVENUE M,6894,Breaks Leaks 9635 S AVENUE M,"9635 S AVENUE M, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6643,Breaks & Leaks LSLR,PUBLIC,9635 S AVENUE M,Completed,60617,10.0,2025-05-30 15:00:00,Breaks Leaks,,,,2025.0,05/2025,05-30,9635 S AVENUE M,6895,Breaks Leaks 9635 S AVENUE M,"9635 S AVENUE M, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
6794,Breaks & Leaks LSLR,PUBLIC,63 75 E 43RD ST,Completed,60653,3.0,2025-05-19 16:35:00,Breaks Leaks,,,,2025.0,05/2025,05-19,63 E 43RD ST,7044,Breaks Leaks 63 E 43RD ST,"63 E 43RD ST, CHICAGO IL 60653",,,,,,,,,,,,,,,left_only
6795,Breaks & Leaks LSLR,CONSUMER,63 75 E 43RD ST,Completed,60653,3.0,2025-05-19 16:35:00,Breaks Leaks,,,,2025.0,05/2025,05-19,63 E 43RD ST,7045,Breaks Leaks 63 E 43RD ST,"63 E 43RD ST, CHICAGO IL 60653",,,,,,,,,,,,,,,left_only
6980,CIP SM LSLR,CONSUMER,3906 W CHICAGO AVE,Completed,60651,37.0,2025-05-08 00:00:00,CIP Sewer Main,,,,2025.0,05/2025,05-08,3906 W CHICAGO AVE,7230,CIP Sewer Main 3906 W CHICAGO AVE,"3906 W CHICAGO AVE, CHICAGO IL 60651",,,,,,,,,,,,,,,left_only
6981,CIP SM LSLR,PUBLIC,3906 W CHICAGO AVE,Completed,60651,37.0,2025-05-08 00:00:00,CIP Sewer Main,,,,2025.0,05/2025,05-08,3906 W CHICAGO AVE,7231,CIP Sewer Main 3906 W CHICAGO AVE,"3906 W CHICAGO AVE, CHICAGO IL 60651",,,,,,,,,,,,,,,left_only
7164,Breaks & Leaks LSLR,PUBLIC,3936 W 56TH PL,Completed,60632,14.0,2025-05-05 00:00:00,Breaks Leaks,,,,2025.0,05/2025,05-05,3936 W 56TH PL,7414,Breaks Leaks 3936 W 56TH PL,"3936 W 56TH PL, CHICAGO IL 60632",,,,,,,,,,,,,,,left_only
7242,Breaks & Leaks LSLR,CONSUMER,3936 W 56TH PL,Completed,60632,14.0,2025-05-05 00:00:00,Breaks Leaks,,,,2025.0,05/2025,05-05,3936 W 56TH PL,7492,Breaks Leaks 3936 W 56TH PL,"3936 W 56TH PL, CHICAGO IL 60632",,,,,,,,,,,,,,,left_only
7476,Breaks & Leaks LSLR,CONSUMER,6135 S MCVICKER AVE,Completed,60638,13.0,2025-05-05 00:00:00,Breaks Leaks,,,,2025.0,05/2025,05-05,6135 S MCVICKER AVE,7726,Breaks Leaks 6135 S MCVICKER AVE,"6135 S MCVICKER AVE, CHICAGO IL 60638",,,,,,,,,,,,,,,left_only
7477,Breaks & Leaks LSLR,PUBLIC,6135 S MCVICKER AVE,Completed,60638,13.0,2025-05-05 00:00:00,Breaks Leaks,,,,2025.0,05/2025,05-05,6135 S MCVICKER AVE,7727,Breaks Leaks 6135 S MCVICKER AVE,"6135 S MCVICKER AVE, CHICAGO IL 60638",,,,,,,,,,,,,,,left_only
7604,Homeowner Initiated LSLR,BOTH AS REQUIRED,1500 S Christiana,Completed,60623,24.0,2025-04-30 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-30,1500 S CHRISTIANA,7853,Homeowner Initiated 1500 S CHRISTIANA,"1500 S CHRISTIANA, CHICAGO IL 60623",,,,,,,,,,,,,,,left_only
7621,Homeowner Initiated LSLR,BOTH AS REQUIRED,1448 W Hood,Completed,60660,48.0,2025-04-30 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-30,1448 W HOOD,7870,Homeowner Initiated 1448 W HOOD,"1448 W HOOD, CHICAGO IL 60660",,,,,,,,,,,,,,,left_only
7650,Homeowner Initiated LSLR,BOTH AS REQUIRED,1436 W WINNEMAC AVE,Completed,,,2025-04-29 10:09:00,Homeowner Initiated,,,,2025.0,04/2025,04-29,1436 W WINNEMAC AVE,7899,Homeowner Initiated 1436 W WINNEMAC AVE,,,,,,,,,,,,,,,,left_only
7654,Breaks & Leaks LSLR,PUBLIC,11509 S AVENUE L,Completed,60617,10.0,2025-04-29 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-29,11509 S AVENUE L,7903,Breaks Leaks 11509 S AVENUE L,"11509 S AVENUE L, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
7683,Homeowner Initiated LSLR,BOTH AS REQUIRED,5051 S Ellis Avenue,Completed,60615,4.0,2025-04-29 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-29,5051 S ELLIS AVENUE,7932,Homeowner Initiated 5051 S ELLIS AVENUE,"5051 S ELLIS AVENUE, CHICAGO IL 60615",,,,,,,,,,,,,,,left_only
7710,Homeowner Initiated LSLR,BOTH AS REQUIRED,2630 N DRAKE,Completed,60647,35.0,2025-04-28 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-28,2630 N DRAKE,7959,Homeowner Initiated 2630 N DRAKE,"2630 N DRAKE, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
7712,Homeowner Initiated LSLR,BOTH AS REQUIRED,1747 w Cornelia,Completed,60657,47.0,2025-04-28 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-28,1747 W CORNELIA,7961,Homeowner Initiated 1747 W CORNELIA,"1747 W CORNELIA, CHICAGO IL 60657",,,,,,,,,,,,,,,left_only
7713,Homeowner Initiated LSLR,BOTH AS REQUIRED,2457 N MOZART,Completed,60647,1.0,2025-04-28 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-28,2457 N MOZART,7962,Homeowner Initiated 2457 N MOZART,"2457 N MOZART, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
7723,Homeowner Initiated LSLR,BOTH AS REQUIRED,5331 N. KENMORE,Completed,60640,48.0,2025-04-28 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-28,5331 N KENMORE,7972,Homeowner Initiated 5331 N KENMORE,"5331 N KENMORE, CHICAGO IL 60640",,,,,,,,,,,,,,,left_only
7749,Homeowner Initiated LSLR,BOTH AS REQUIRED,2305 W 111TH PL,Completed,60643-3903,19.0,2025-04-25 07:23:07,Homeowner Initiated,,,,2025.0,04/2025,04-25,2305 W 111TH PL,7998,Homeowner Initiated 2305 W 111TH PL,"2305 W 111TH PL, CHICAGO IL 60643-3903",,,,,,,,,,,,,,,left_only
7755,Homeowner Initiated LSLR,BOTH AS REQUIRED,1446 W. ARGYLE,Completed,60640,47.0,2025-04-25 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-25,1446 W ARGYLE,8004,Homeowner Initiated 1446 W ARGYLE,"1446 W ARGYLE, CHICAGO IL 60640",,,,,,,,,,,,,,,left_only
7838,Homeowner Initiated LSLR,BOTH AS REQUIRED,2127 s. Marshall,Completed,60623,25.0,2025-04-22 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-22,2127 S MARSHALL,8089,Homeowner Initiated 2127 S MARSHALL,"2127 S MARSHALL, CHICAGO IL 60623",,,,,,,,,,,,,,,left_only
7923,Homeowner Initiated LSLR,BOTH AS REQUIRED,1726 W Henderson,Completed,60657,32.0,2025-04-17 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-17,1726 W HENDERSON,8177,Homeowner Initiated 1726 W HENDERSON,"1726 W HENDERSON, CHICAGO IL 60657",,,,,,,,,,,,,,,left_only
7954,Homeowner Initiated LSLR,BOTH AS REQUIRED,1928 N. NEVA,Completed,60707,29.0,2025-04-16 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-16,1928 N NEVA,8208,Homeowner Initiated 1928 N NEVA,"1928 N NEVA, CHICAGO IL 60707",,,,,,,,,,,,,,,left_only
7964,Homeowner Initiated LSLR,BOTH AS REQUIRED,433 W ROSLYN,Completed,60614,43.0,2025-04-15 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-15,433 W ROSLYN,8218,Homeowner Initiated 433 W ROSLYN,"433 W ROSLYN, CHICAGO IL 60614",,,,,,,,,,,,,,,left_only
7969,Homeowner Initiated LSLR,BOTH AS REQUIRED,911 n. Menard ave,Completed,60620,17.0,2025-04-15 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-15,911 N MENARD AVE,8223,Homeowner Initiated 911 N MENARD AVE,"911 N MENARD AVE, CHICAGO IL 60620",,,,,,,,,,,,,,,left_only
7970,Homeowner Initiated LSLR,BOTH AS REQUIRED,2705 n Mozart,Completed,60647,1.0,2025-04-15 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-15,2705 N MOZART,8224,Homeowner Initiated 2705 N MOZART,"2705 N MOZART, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
7971,Homeowner Initiated LSLR,BOTH AS REQUIRED,7434 n. Washtenaw,Completed,60645,50.0,2025-04-15 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-15,7434 N WASHTENAW,8225,Homeowner Initiated 7434 N WASHTENAW,"7434 N WASHTENAW, CHICAGO IL 60645",,,,,,,,,,,,,,,left_only
7972,Homeowner Initiated LSLR,BOTH AS REQUIRED,5203 n lakewood,Completed,60640,48.0,2025-04-15 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-15,5203 N LAKEWOOD,8226,Homeowner Initiated 5203 N LAKEWOOD,"5203 N LAKEWOOD, CHICAGO IL 60640",,,,,,,,,,,,,,,left_only
7973,Homeowner Initiated LSLR,BOTH AS REQUIRED,5136 S ELLIS,Completed,60615,5.0,2025-04-15 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-15,5136 S ELLIS,8227,Homeowner Initiated 5136 S ELLIS,"5136 S ELLIS, CHICAGO IL 60615",,,,,,,,,,,,,,,left_only
7998,Homeowner Initiated LSLR,BOTH AS REQUIRED,3153 w. Fulton,Completed,60612,27.0,2025-04-14 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-14,3153 W FULTON,8252,Homeowner Initiated 3153 W FULTON,"3153 W FULTON, CHICAGO IL 60612",,,,,,,,,,,,,,,left_only
8189,CIP WM LSLR,PUBLIC,1212 16 N HOYNE AVE,Completed,60628,9.0,2025-04-11 00:00:00,CIP Water Main,,,,2025.0,04/2025,04-11,1212 N HOYNE AVE,8441,CIP Water Main 1212 N HOYNE AVE,"1212 N HOYNE AVE, CHICAGO IL 60628",,,,,,,,,,,,,,,left_only
8190,CIP WM LSLR,PUBLIC,1217 N HOYNE AVE,Completed,60617,7.0,2025-04-11 00:00:00,CIP Water Main,,,,2025.0,04/2025,04-11,1217 N HOYNE AVE,8442,CIP Water Main 1217 N HOYNE AVE,"1217 N HOYNE AVE, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
8191,CIP WM LSLR,CONSUMER,1212 16 N HOYNE AVE,Completed,60628,9.0,2025-04-11 00:00:00,CIP Water Main,,,,2025.0,04/2025,04-11,1212 N HOYNE AVE,8443,CIP Water Main 1212 N HOYNE AVE,"1212 N HOYNE AVE, CHICAGO IL 60628",,,,,,,,,,,,,,,left_only
8193,Homeowner Initiated LSLR,BOTH AS REQUIRED,2019 w. CORTEZ,Completed,60622,1.0,2025-04-11 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-11,2019 W CORTEZ,8445,Homeowner Initiated 2019 W CORTEZ,"2019 W CORTEZ, CHICAGO IL 60622",,,,,,,,,,,,,,,left_only
8213,CIP WM LSLR,CONSUMER,1217 N HOYNE AVE,Completed,60609,15.0,2025-04-11 00:00:00,CIP Water Main,,,,2025.0,04/2025,04-11,1217 N HOYNE AVE,8465,CIP Water Main 1217 N HOYNE AVE,"1217 N HOYNE AVE, CHICAGO IL 60609",,,,,,,,,,,,,,,left_only
8279,Homeowner Initiated LSLR,BOTH AS REQUIRED,1756 W School,Completed,60657,32.0,2025-04-08 13:59:48,Homeowner Initiated,,,,2025.0,04/2025,04-08,1756 W SCHOOL,8532,Homeowner Initiated 1756 W SCHOOL,"1756 W SCHOOL, CHICAGO IL 60657",,,,,,,,,,,,,,,left_only
8283,Homeowner Initiated LSLR,BOTH AS REQUIRED,419 e 42nd,Completed,60653,3.0,2025-04-08 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-08,419 E 42ND,8536,Homeowner Initiated 419 E 42ND,"419 E 42ND, CHICAGO IL 60653",,,,,,,,,,,,,,,left_only
8314,Homeowner Initiated LSLR,BOTH AS REQUIRED,3572 W. Medill,Completed,60647,35.0,2025-04-07 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-07,3572 W MEDILL,8567,Homeowner Initiated 3572 W MEDILL,"3572 W MEDILL, CHICAGO IL 60647",,,,,,,,,,,,,,,left_only
8315,Homeowner Initiated LSLR,BOTH AS REQUIRED,3309 n Whipple,Completed,60618,33.0,2025-04-07 00:00:00,Homeowner Initiated,,,,2025.0,04/2025,04-07,3309 N WHIPPLE,8568,Homeowner Initiated 3309 N WHIPPLE,"3309 N WHIPPLE, CHICAGO IL 60618",,,,,,,,,,,,,,,left_only
8330,Daycare LSLR,CONSUMER,4913 N BROADWAY,Completed,60640,48.0,2025-04-07 00:00:00,Daycare Private,,,,2025.0,04/2025,04-07,4913 N BROADWAY,8583,Daycare Private 4913 N BROADWAY,"4913 N BROADWAY, CHICAGO IL 60640",,,,,,,,,,,,,,,left_only
8340,Daycare LSLR,PUBLIC,4913 N BROADWAY,Completed,60640,48.0,2025-04-07 00:00:00,Daycare Public,,,,2025.0,04/2025,04-07,4913 N BROADWAY,8593,Daycare Public 4913 N BROADWAY,"4913 N BROADWAY, CHICAGO IL 60640",,,,,,,,,,,,,,,left_only
8351,Breaks & Leaks LSLR,CONSUMER,13301 S AVENUE L,Completed,60633,10.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,13301 S AVENUE L,8604,Breaks Leaks 13301 S AVENUE L,"13301 S AVENUE L, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
8354,Breaks & Leaks LSLR,PUBLIC,2102 W 55TH ST,Completed,60632,15.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,2102 W 55TH ST,8607,Breaks Leaks 2102 W 55TH ST,"2102 W 55TH ST, CHICAGO IL 60632",,,,,,,,,,,,,,,left_only
8369,Breaks & Leaks LSLR,PUBLIC,13301 S AVENUE L,Completed,60633,10.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,13301 S AVENUE L,8622,Breaks Leaks 13301 S AVENUE L,"13301 S AVENUE L, CHICAGO IL 60633",,,,,,,,,,,,,,,left_only
8399,Breaks & Leaks LSLR,CONSUMER,2102 W 55TH ST,Completed,60632,15.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,2102 W 55TH ST,8652,Breaks Leaks 2102 W 55TH ST,"2102 W 55TH ST, CHICAGO IL 60632",,,,,,,,,,,,,,,left_only
8525,Breaks & Leaks LSLR,CONSUMER,10610 S AVENUE F,Completed,60617,10.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,10610 S AVENUE F,8778,Breaks Leaks 10610 S AVENUE F,"10610 S AVENUE F, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
8530,Breaks & Leaks LSLR,PUBLIC,10926 S AVENUE N,Completed,60617,10.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,10926 S AVENUE N,8783,Breaks Leaks 10926 S AVENUE N,"10926 S AVENUE N, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
8531,Breaks & Leaks LSLR,CONSUMER,10926 S AVENUE N,Completed,60617,10.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,10926 S AVENUE N,8784,Breaks Leaks 10926 S AVENUE N,"10926 S AVENUE N, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
8579,Breaks & Leaks LSLR,PUBLIC,10610 S AVENUE F,Completed,60617,10.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,10610 S AVENUE F,8832,Breaks Leaks 10610 S AVENUE F,"10610 S AVENUE F, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
8777,Breaks & Leaks LSLR,CONSUMER,9860 S AVENUE J,Completed,60617,10.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,9860 S AVENUE J,9030,Breaks Leaks 9860 S AVENUE J,"9860 S AVENUE J, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
8778,Breaks & Leaks LSLR,PUBLIC,9860 S AVENUE J,Completed,60617,10.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,9860 S AVENUE J,9031,Breaks Leaks 9860 S AVENUE J,"9860 S AVENUE J, CHICAGO IL 60617",,,,,,,,,,,,,,,left_only
8815,Breaks & Leaks LSLR,PUBLIC,4518 N MCVICKER AVE,Completed,60630,38.0,2025-04-05 00:00:00,Breaks Leaks,,,,2025.0,04/2025,04-05,4518 N MCVICKER AVE,9068,Breaks Leaks 4518 N MCVICKER AVE,"4518 N MCVICKER AVE, CHICAGO IL 60630",,,,,,,,,,,,,,,left_only
