,program,Public or Consumer,Work Address,Status,ZIP,Ward,Date Completed,completed_year,completed_month_year,completed_day,clean_address,id,program_clean_address,full_address
88,Block Level LSLR,CONSUMER,3027 S UNION AVE,Completed,60616,11,2025-10-20 00:00:00,2025.0,10/2025,10-20,3027 S UNION AVE,305,Block Level LSLR 3027 S UNION AVE,"3027 S UNION AVE, CHICAGO, IL 60616"
86,Block Level LSLR,CONSUMER,3026 S UNION AVE,Completed,60616,11,2025-10-20 00:00:00,2025.0,10/2025,10-20,3026 S UNION AVE,306,Block Level LSLR 3026 S UNION AVE,"3026 S UNION AVE, CHICAGO, IL 60616"
895,Block Level LSLR,CONSUMER,7950 S JEFFERY BLVD,Completed,60617,8,2025-10-19 00:00:00,2025.0,10/2025,10-19,7950 S JEFFERY BLVD,307,Block Level LSLR 7950 S JEFFERY BLVD,"7950 S JEFFERY BLVD, CHICAGO, IL 60617"
97,Block Level LSLR,CONSUMER,3042 S UNION AVE,Completed,60616,11,2025-10-17 00:00:00,2025.0,10/2025,10-17,3042 S UNION AVE,308,Block Level LSLR 3042 S UNION AVE,"3042 S UNION AVE, CHICAGO, IL 60616"
302,Block Level LSLR,PUBLIC,5049 S LAMON AVE,Completed,60638,23,2025-10-17 00:00:00,2025.0,10/2025,10-17,5049 S LAMON AVE,309,Block Level LSLR 5049 S LAMON AVE,"5049 S LAMON AVE, CHICAGO, IL 60638"
165,Block Level LSLR,CONSUMER,4635 S LAMON AVE,Completed,60638,22,2025-10-17 00:00:00,2025.0,10/2025,10-17,4635 S LAMON AVE,310,Block Level LSLR 4635 S LAMON AVE,"4635 S LAMON AVE, CHICAGO, IL 60638"
287,Block Level LSLR,PUBLIC,5021 S LAMON AVE,Completed,60638,23,2025-10-17 00:00:00,2025.0,10/2025,10-17,5021 S LAMON AVE,311,Block Level LSLR 5021 S LAMON AVE,"5021 S LAMON AVE, CHICAGO, IL 60638"
288,Block Level LSLR,CONSUMER,5021 S LAMON AVE,Completed,60638,23,2025-10-17 00:00:00,2025.0,10/2025,10-17,5021 S LAMON AVE,312,Block Level LSLR 5021 S LAMON AVE,"5021 S LAMON AVE, CHICAGO, IL 60638"
96,Block Level LSLR,PUBLIC,3039 S UNION AVE,Completed,60616,11,2025-10-17 00:00:00,2025.0,10/2025,10-17,3039 S UNION AVE,313,Block Level LSLR 3039 S UNION AVE,"3039 S UNION AVE, CHICAGO, IL 60616"
296,Block Level LSLR,PUBLIC,5041 S LAMON AVE,Completed,60638,23,2025-10-17 00:00:00,2025.0,10/2025,10-17,5041 S LAMON AVE,314,Block Level LSLR 5041 S LAMON AVE,"5041 S LAMON AVE, CHICAGO, IL 60638"
301,Block Level LSLR,CONSUMER,5049 S LAMON AVE,Completed,60638,23,2025-10-17 00:00:00,2025.0,10/2025,10-17,5049 S LAMON AVE,315,Block Level LSLR 5049 S LAMON AVE,"5049 S LAMON AVE, CHICAGO, IL 60638"
295,Block Level LSLR,CONSUMER,5041 S LAMON AVE,Completed,60638,23,2025-10-17 00:00:00,2025.0,10/2025,10-17,5041 S LAMON AVE,316,Block Level LSLR 5041 S LAMON AVE,"5041 S LAMON AVE, CHICAGO, IL 60638"
100,Block Level LSLR,PUBLIC,3043 S UNION AVE,Completed,60616,11,2025-10-17 00:00:00,2025.0,10/2025,10-17,3043 S UNION AVE,317,Block Level LSLR 3043 S UNION AVE,"3043 S UNION AVE, CHICAGO, IL 60616"
95,Block Level LSLR,CONSUMER,3039 S UNION AVE,Completed,60616,11,2025-10-17 00:00:00,2025.0,10/2025,10-17,3039 S UNION AVE,318,Block Level LSLR 3039 S UNION AVE,"3039 S UNION AVE, CHICAGO, IL 60616"
255,Block Level LSLR,CONSUMER,4925 S LAMON AVE,Completed,60638,22,2025-10-17 00:00:00,2025.0,10/2025,10-17,4925 S LAMON AVE,319,Block Level LSLR 4925 S LAMON AVE,"4925 S LAMON AVE, CHICAGO, IL 60638"
256,Block Level LSLR,PUBLIC,4925 S LAMON AVE,Completed,60638,22,2025-10-17 00:00:00,2025.0,10/2025,10-17,4925 S LAMON AVE,320,Block Level LSLR 4925 S LAMON AVE,"4925 S LAMON AVE, CHICAGO, IL 60638"
280,Block Level LSLR,CONSUMER,5005 S LAMON AVE,Completed,60638,23,2025-10-16 12:21:00,2025.0,10/2025,10-16,5005 S LAMON AVE,321,Block Level LSLR 5005 S LAMON AVE,"5005 S LAMON AVE, CHICAGO, IL 60638"
260,Block Level LSLR,PUBLIC,4935 S LAMON AVE,Completed,60638,22,2025-10-16 00:00:00,2025.0,10/2025,10-16,4935 S LAMON AVE,322,Block Level LSLR 4935 S LAMON AVE,"4935 S LAMON AVE, CHICAGO, IL 60638"
279,Block Level LSLR,PUBLIC,5005 S LAMON AVE,Completed,60638,23,2025-10-16 00:00:00,2025.0,10/2025,10-16,5005 S LAMON AVE,323,Block Level LSLR 5005 S LAMON AVE,"5005 S LAMON AVE, CHICAGO, IL 60638"
98,Block Level LSLR,PUBLIC,3042 S UNION AVE,Completed,60616,11,2025-10-16 00:00:00,2025.0,10/2025,10-16,3042 S UNION AVE,324,Block Level LSLR 3042 S UNION AVE,"3042 S UNION AVE, CHICAGO, IL 60616"
261,Block Level LSLR,CONSUMER,4937 S LAMON AVE,Completed,60638,22,2025-10-16 00:00:00,2025.0,10/2025,10-16,4937 S LAMON AVE,325,Block Level LSLR 4937 S LAMON AVE,"4937 S LAMON AVE, CHICAGO, IL 60638"
290,Block Level LSLR,PUBLIC,5025 S LAMON AVE,Completed,60638,23,2025-10-16 00:00:00,2025.0,10/2025,10-16,5025 S LAMON AVE,326,Block Level LSLR 5025 S LAMON AVE,"5025 S LAMON AVE, CHICAGO, IL 60638"
262,Block Level LSLR,PUBLIC,4937 S LAMON AVE,Completed,60638,22,2025-10-16 00:00:00,2025.0,10/2025,10-16,4937 S LAMON AVE,327,Block Level LSLR 4937 S LAMON AVE,"4937 S LAMON AVE, CHICAGO, IL 60638"
293,Block Level LSLR,CONSUMER,5035 S LAMON AVE,Completed,60638,23,2025-10-16 00:00:00,2025.0,10/2025,10-16,5035 S LAMON AVE,328,Block Level LSLR 5035 S LAMON AVE,"5035 S LAMON AVE, CHICAGO, IL 60638"
294,Block Level LSLR,PUBLIC,5035 S LAMON AVE,Completed,60638,23,2025-10-16 00:00:00,2025.0,10/2025,10-16,5035 S LAMON AVE,329,Block Level LSLR 5035 S LAMON AVE,"5035 S LAMON AVE, CHICAGO, IL 60638"
99,Block Level LSLR,CONSUMER,3043 S UNION AVE,Completed,60616,11,2025-10-16 00:00:00,2025.0,10/2025,10-16,3043 S UNION AVE,330,Block Level LSLR 3043 S UNION AVE,"3043 S UNION AVE, CHICAGO, IL 60616"
259,Block Level LSLR,CONSUMER,4935 S LAMON AVE,Completed,60638,22,2025-10-16 00:00:00,2025.0,10/2025,10-16,4935 S LAMON AVE,331,Block Level LSLR 4935 S LAMON AVE,"4935 S LAMON AVE, CHICAGO, IL 60638"
289,Block Level LSLR,CONSUMER,5025 S LAMON AVE,Completed,60638,23,2025-10-16 00:00:00,2025.0,10/2025,10-16,5025 S LAMON AVE,332,Block Level LSLR 5025 S LAMON AVE,"5025 S LAMON AVE, CHICAGO, IL 60638"
272,Block Level LSLR,PUBLIC,4953 S LAMON AVE,Completed,60638,22,2025-10-15 00:00:00,2025.0,10/2025,10-15,4953 S LAMON AVE,333,Block Level LSLR 4953 S LAMON AVE,"4953 S LAMON AVE, CHICAGO, IL 60638"
271,Block Level LSLR,CONSUMER,4953 S LAMON AVE,Completed,60638,22,2025-10-15 00:00:00,2025.0,10/2025,10-15,4953 S LAMON AVE,334,Block Level LSLR 4953 S LAMON AVE,"4953 S LAMON AVE, CHICAGO, IL 60638"
93,Block Level LSLR,PUBLIC,3029 S UNION AVE,Completed,60616,11,2025-10-15 00:00:00,2025.0,10/2025,10-15,3029 S UNION AVE,335,Block Level LSLR 3029 S UNION AVE,"3029 S UNION AVE, CHICAGO, IL 60616"
270,Block Level LSLR,PUBLIC,4949 S LAMON AVE,Completed,60638,22,2025-10-15 00:00:00,2025.0,10/2025,10-15,4949 S LAMON AVE,336,Block Level LSLR 4949 S LAMON AVE,"4949 S LAMON AVE, CHICAGO, IL 60638"
277,Block Level LSLR,CONSUMER,5001 S LAMON AVE,Completed,60638,23,2025-10-15 00:00:00,2025.0,10/2025,10-15,5001 S LAMON AVE,337,Block Level LSLR 5001 S LAMON AVE,"5001 S LAMON AVE, CHICAGO, IL 60638"
278,Block Level LSLR,PUBLIC,5001 S LAMON AVE,Completed,60638,23,2025-10-15 00:00:00,2025.0,10/2025,10-15,5001 S LAMON AVE,338,Block Level LSLR 5001 S LAMON AVE,"5001 S LAMON AVE, CHICAGO, IL 60638"
92,Block Level LSLR,CONSUMER,3029 S UNION AVE,Completed,60616,11,2025-10-15 00:00:00,2025.0,10/2025,10-15,3029 S UNION AVE,339,Block Level LSLR 3029 S UNION AVE,"3029 S UNION AVE, CHICAGO, IL 60616"
283,Block Level LSLR,CONSUMER,5013 S LAMON AVE,Completed,60638,23,2025-10-15 00:00:00,2025.0,10/2025,10-15,5013 S LAMON AVE,340,Block Level LSLR 5013 S LAMON AVE,"5013 S LAMON AVE, CHICAGO, IL 60638"
284,Block Level LSLR,PUBLIC,5013 S LAMON AVE,Completed,60638,23,2025-10-15 00:00:00,2025.0,10/2025,10-15,5013 S LAMON AVE,341,Block Level LSLR 5013 S LAMON AVE,"5013 S LAMON AVE, CHICAGO, IL 60638"
285,Block Level LSLR,CONSUMER,5017 S LAMON AVE,Completed,60638,23,2025-10-15 00:00:00,2025.0,10/2025,10-15,5017 S LAMON AVE,342,Block Level LSLR 5017 S LAMON AVE,"5017 S LAMON AVE, CHICAGO, IL 60638"
241,Block Level LSLR,CONSUMER,4859 S LAMON AVE,Completed,60638,22,2025-10-15 00:00:00,2025.0,10/2025,10-15,4859 S LAMON AVE,343,Block Level LSLR 4859 S LAMON AVE,"4859 S LAMON AVE, CHICAGO, IL 60638"
242,Block Level LSLR,PUBLIC,4859 S LAMON AVE,Completed,60638,22,2025-10-15 00:00:00,2025.0,10/2025,10-15,4859 S LAMON AVE,344,Block Level LSLR 4859 S LAMON AVE,"4859 S LAMON AVE, CHICAGO, IL 60638"
91,Block Level LSLR,PUBLIC,3028 S UNION AVE,Completed,60616,11,2025-10-15 00:00:00,2025.0,10/2025,10-15,3028 S UNION AVE,345,Block Level LSLR 3028 S UNION AVE,"3028 S UNION AVE, CHICAGO, IL 60616"
90,Block Level LSLR,CONSUMER,3028 S UNION AVE,Completed,60616,11,2025-10-15 00:00:00,2025.0,10/2025,10-15,3028 S UNION AVE,346,Block Level LSLR 3028 S UNION AVE,"3028 S UNION AVE, CHICAGO, IL 60616"
254,Block Level LSLR,PUBLIC,4923 S LAMON AVE,Completed,60638,22,2025-10-14 00:00:00,2025.0,10/2025,10-14,4923 S LAMON AVE,347,Block Level LSLR 4923 S LAMON AVE,"4923 S LAMON AVE, CHICAGO, IL 60638"
253,Block Level LSLR,CONSUMER,4923 S LAMON AVE,Completed,60638,22,2025-10-14 00:00:00,2025.0,10/2025,10-14,4923 S LAMON AVE,348,Block Level LSLR 4923 S LAMON AVE,"4923 S LAMON AVE, CHICAGO, IL 60638"
252,Block Level LSLR,PUBLIC,4917 S LAMON AVE,Completed,60638,22,2025-10-14 00:00:00,2025.0,10/2025,10-14,4917 S LAMON AVE,349,Block Level LSLR 4917 S LAMON AVE,"4917 S LAMON AVE, CHICAGO, IL 60638"
251,Block Level LSLR,CONSUMER,4917 S LAMON AVE,Completed,60638,22,2025-10-14 00:00:00,2025.0,10/2025,10-14,4917 S LAMON AVE,350,Block Level LSLR 4917 S LAMON AVE,"4917 S LAMON AVE, CHICAGO, IL 60638"
268,Block Level LSLR,PUBLIC,4947 S LAMON AVE,Completed,60638,22,2025-10-14 00:00:00,2025.0,10/2025,10-14,4947 S LAMON AVE,351,Block Level LSLR 4947 S LAMON AVE,"4947 S LAMON AVE, CHICAGO, IL 60638"
81,Block Level LSLR,PUBLIC,3011 S UNION AVE,Completed,60616,11,2025-10-14 00:00:00,2025.0,10/2025,10-14,3011 S UNION AVE,352,Block Level LSLR 3011 S UNION AVE,"3011 S UNION AVE, CHICAGO, IL 60616"
80,Block Level LSLR,CONSUMER,3011 S UNION AVE,Completed,60616,11,2025-10-14 00:00:00,2025.0,10/2025,10-14,3011 S UNION AVE,353,Block Level LSLR 3011 S UNION AVE,"3011 S UNION AVE, CHICAGO, IL 60616"
267,Block Level LSLR,CONSUMER,4947 S LAMON AVE,Completed,60638,22,2025-10-14 00:00:00,2025.0,10/2025,10-14,4947 S LAMON AVE,354,Block Level LSLR 4947 S LAMON AVE,"4947 S LAMON AVE, CHICAGO, IL 60638"
78,Block Level LSLR,CONSUMER,3010 S UNION AVE,Completed,60616,11,2025-10-14 00:00:00,2025.0,10/2025,10-14,3010 S UNION AVE,355,Block Level LSLR 3010 S UNION AVE,"3010 S UNION AVE, CHICAGO, IL 60616"
286,Block Level LSLR,PUBLIC,5017 S LAMON AVE,Completed,60638,23,2025-10-14 00:00:00,2025.0,10/2025,10-14,5017 S LAMON AVE,356,Block Level LSLR 5017 S LAMON AVE,"5017 S LAMON AVE, CHICAGO, IL 60638"
282,Block Level LSLR,PUBLIC,5011 S LAMON AVE,Completed,60638,23,2025-10-14 00:00:00,2025.0,10/2025,10-14,5011 S LAMON AVE,357,Block Level LSLR 5011 S LAMON AVE,"5011 S LAMON AVE, CHICAGO, IL 60638"
281,Block Level LSLR,CONSUMER,5011 S LAMON AVE,Completed,60638,23,2025-10-14 00:00:00,2025.0,10/2025,10-14,5011 S LAMON AVE,358,Block Level LSLR 5011 S LAMON AVE,"5011 S LAMON AVE, CHICAGO, IL 60638"
79,Block Level LSLR,PUBLIC,3010 S UNION AVE,Completed,60616,11,2025-10-14 00:00:00,2025.0,10/2025,10-14,3010 S UNION AVE,359,Block Level LSLR 3010 S UNION AVE,"3010 S UNION AVE, CHICAGO, IL 60616"
258,Block Level LSLR,CONSUMER,4927 S LAMON AVE,Completed,60638,22,2025-10-10 14:37:00,2025.0,10/2025,10-10,4927 S LAMON AVE,360,Block Level LSLR 4927 S LAMON AVE,"4927 S LAMON AVE, CHICAGO, IL 60638"
200,Block Level LSLR,PUBLIC,4755 S LAMON AVE,Completed,60638,22,2025-10-10 00:00:00,2025.0,10/2025,10-10,4755 S LAMON AVE,361,Block Level LSLR 4755 S LAMON AVE,"4755 S LAMON AVE, CHICAGO, IL 60638"
232,Block Level LSLR,PUBLIC,4843 S LAMON AVE,Completed,60638,22,2025-10-10 00:00:00,2025.0,10/2025,10-10,4843 S LAMON AVE,362,Block Level LSLR 4843 S LAMON AVE,"4843 S LAMON AVE, CHICAGO, IL 60638"
257,Block Level LSLR,PUBLIC,4927 S LAMON AVE,Completed,60638,22,2025-10-10 00:00:00,2025.0,10/2025,10-10,4927 S LAMON AVE,363,Block Level LSLR 4927 S LAMON AVE,"4927 S LAMON AVE, CHICAGO, IL 60638"
231,Block Level LSLR,CONSUMER,4843 S LAMON AVE,Completed,60638,22,2025-10-10 00:00:00,2025.0,10/2025,10-10,4843 S LAMON AVE,364,Block Level LSLR 4843 S LAMON AVE,"4843 S LAMON AVE, CHICAGO, IL 60638"
199,Block Level LSLR,CONSUMER,4755 S LAMON AVE,Completed,60638,22,2025-10-10 00:00:00,2025.0,10/2025,10-10,4755 S LAMON AVE,365,Block Level LSLR 4755 S LAMON AVE,"4755 S LAMON AVE, CHICAGO, IL 60638"
219,Block Level LSLR,CONSUMER,4825 S LAMON AVE,Completed,60638,22,2025-10-09 00:00:00,2025.0,10/2025,10-09,4825 S LAMON AVE,366,Block Level LSLR 4825 S LAMON AVE,"4825 S LAMON AVE, CHICAGO, IL 60638"
196,Block Level LSLR,PUBLIC,4747 S LAMON AVE,Completed,60638,22,2025-10-09 00:00:00,2025.0,10/2025,10-09,4747 S LAMON AVE,367,Block Level LSLR 4747 S LAMON AVE,"4747 S LAMON AVE, CHICAGO, IL 60638"
195,Block Level LSLR,CONSUMER,4747 S LAMON AVE,Completed,60638,22,2025-10-09 00:00:00,2025.0,10/2025,10-09,4747 S LAMON AVE,368,Block Level LSLR 4747 S LAMON AVE,"4747 S LAMON AVE, CHICAGO, IL 60638"
248,Block Level LSLR,CONSUMER,4911 S LAMON AVE,Completed,60638,22,2025-10-09 00:00:00,2025.0,10/2025,10-09,4911 S LAMON AVE,369,Block Level LSLR 4911 S LAMON AVE,"4911 S LAMON AVE, CHICAGO, IL 60638"
247,Block Level LSLR,PUBLIC,4911 S LAMON AVE,Completed,60638,22,2025-10-09 00:00:00,2025.0,10/2025,10-09,4911 S LAMON AVE,370,Block Level LSLR 4911 S LAMON AVE,"4911 S LAMON AVE, CHICAGO, IL 60638"
220,Block Level LSLR,PUBLIC,4825 S LAMON AVE,Completed,60638,22,2025-10-09 00:00:00,2025.0,10/2025,10-09,4825 S LAMON AVE,371,Block Level LSLR 4825 S LAMON AVE,"4825 S LAMON AVE, CHICAGO, IL 60638"
228,Block Level LSLR,CONSUMER,4837 S LAMON AVE,Completed,60638,22,2025-10-08 11:41:00,2025.0,10/2025,10-08,4837 S LAMON AVE,372,Block Level LSLR 4837 S LAMON AVE,"4837 S LAMON AVE, CHICAGO, IL 60638"
217,Block Level LSLR,PUBLIC,4823 S LAMON AVE,Completed,60638,22,2025-10-08 00:00:00,2025.0,10/2025,10-08,4823 S LAMON AVE,373,Block Level LSLR 4823 S LAMON AVE,"4823 S LAMON AVE, CHICAGO, IL 60638"
221,Block Level LSLR,CONSUMER,4829 S LAMON AVE,Completed,60638,22,2025-10-08 00:00:00,2025.0,10/2025,10-08,4829 S LAMON AVE,374,Block Level LSLR 4829 S LAMON AVE,"4829 S LAMON AVE, CHICAGO, IL 60638"
222,Block Level LSLR,PUBLIC,4829 S LAMON AVE,Completed,60638,22,2025-10-08 00:00:00,2025.0,10/2025,10-08,4829 S LAMON AVE,375,Block Level LSLR 4829 S LAMON AVE,"4829 S LAMON AVE, CHICAGO, IL 60638"
227,Block Level LSLR,PUBLIC,4837 S LAMON AVE,Completed,60638,22,2025-10-08 00:00:00,2025.0,10/2025,10-08,4837 S LAMON AVE,376,Block Level LSLR 4837 S LAMON AVE,"4837 S LAMON AVE, CHICAGO, IL 60638"
246,Block Level LSLR,CONSUMER,4907 S LAMON AVE,Completed,60638,22,2025-10-07 13:58:00,2025.0,10/2025,10-07,4907 S LAMON AVE,377,Block Level LSLR 4907 S LAMON AVE,"4907 S LAMON AVE, CHICAGO, IL 60638"
243,Block Level LSLR,CONSUMER,4901 S LAMON AVE,Completed,60638,22,2025-10-07 00:00:00,2025.0,10/2025,10-07,4901 S LAMON AVE,378,Block Level LSLR 4901 S LAMON AVE,"4901 S LAMON AVE, CHICAGO, IL 60638"
244,Block Level LSLR,PUBLIC,4901 S LAMON AVE,Completed,60638,22,2025-10-07 00:00:00,2025.0,10/2025,10-07,4901 S LAMON AVE,379,Block Level LSLR 4901 S LAMON AVE,"4901 S LAMON AVE, CHICAGO, IL 60638"
245,Block Level LSLR,PUBLIC,4907 S LAMON AVE,Completed,60638,22,2025-10-07 00:00:00,2025.0,10/2025,10-07,4907 S LAMON AVE,380,Block Level LSLR 4907 S LAMON AVE,"4907 S LAMON AVE, CHICAGO, IL 60638"
208,Block Level LSLR,PUBLIC,4807 S LAMON AVE,Completed,60638,22,2025-10-07 00:00:00,2025.0,10/2025,10-07,4807 S LAMON AVE,381,Block Level LSLR 4807 S LAMON AVE,"4807 S LAMON AVE, CHICAGO, IL 60638"
207,Block Level LSLR,CONSUMER,4807 S LAMON AVE,Completed,60638,22,2025-10-07 00:00:00,2025.0,10/2025,10-07,4807 S LAMON AVE,382,Block Level LSLR 4807 S LAMON AVE,"4807 S LAMON AVE, CHICAGO, IL 60638"
276,Block Level LSLR,PUBLIC,4959 S LAMON AVE,Completed,60638,22,2025-10-06 00:00:00,2025.0,10/2025,10-06,4959 S LAMON AVE,383,Block Level LSLR 4959 S LAMON AVE,"4959 S LAMON AVE, CHICAGO, IL 60638"
275,Block Level LSLR,CONSUMER,4959 S LAMON AVE,Completed,60638,22,2025-10-06 00:00:00,2025.0,10/2025,10-06,4959 S LAMON AVE,384,Block Level LSLR 4959 S LAMON AVE,"4959 S LAMON AVE, CHICAGO, IL 60638"
274,Block Level LSLR,CONSUMER,4955 S LAMON AVE,Completed,60638,22,2025-10-06 00:00:00,2025.0,10/2025,10-06,4955 S LAMON AVE,385,Block Level LSLR 4955 S LAMON AVE,"4955 S LAMON AVE, CHICAGO, IL 60638"
273,Block Level LSLR,PUBLIC,4955 S LAMON AVE,Completed,60638,22,2025-10-06 00:00:00,2025.0,10/2025,10-06,4955 S LAMON AVE,386,Block Level LSLR 4955 S LAMON AVE,"4955 S LAMON AVE, CHICAGO, IL 60638"
249,Block Level LSLR,CONSUMER,4915 S LAMON AVE,Completed,60638,22,2025-10-06 00:00:00,2025.0,10/2025,10-06,4915 S LAMON AVE,387,Block Level LSLR 4915 S LAMON AVE,"4915 S LAMON AVE, CHICAGO, IL 60638"
250,Block Level LSLR,PUBLIC,4915 S LAMON AVE,Completed,60638,22,2025-10-06 00:00:00,2025.0,10/2025,10-06,4915 S LAMON AVE,388,Block Level LSLR 4915 S LAMON AVE,"4915 S LAMON AVE, CHICAGO, IL 60638"
204,Block Level LSLR,PUBLIC,4801 S LAMON AVE,Completed,60638,22,2025-10-03 00:00:00,2025.0,10/2025,10-03,4801 S LAMON AVE,389,Block Level LSLR 4801 S LAMON AVE,"4801 S LAMON AVE, CHICAGO, IL 60638"
238,Block Level LSLR,PUBLIC,4853 S LAMON AVE,Completed,60638,22,2025-10-03 00:00:00,2025.0,10/2025,10-03,4853 S LAMON AVE,390,Block Level LSLR 4853 S LAMON AVE,"4853 S LAMON AVE, CHICAGO, IL 60638"
237,Block Level LSLR,CONSUMER,4853 S LAMON AVE,Completed,60638,22,2025-10-03 00:00:00,2025.0,10/2025,10-03,4853 S LAMON AVE,391,Block Level LSLR 4853 S LAMON AVE,"4853 S LAMON AVE, CHICAGO, IL 60638"
236,Block Level LSLR,PUBLIC,4849 S LAMON AVE,Completed,60638,22,2025-10-03 00:00:00,2025.0,10/2025,10-03,4849 S LAMON AVE,392,Block Level LSLR 4849 S LAMON AVE,"4849 S LAMON AVE, CHICAGO, IL 60638"
235,Block Level LSLR,CONSUMER,4849 S LAMON AVE,Completed,60638,22,2025-10-03 00:00:00,2025.0,10/2025,10-03,4849 S LAMON AVE,393,Block Level LSLR 4849 S LAMON AVE,"4849 S LAMON AVE, CHICAGO, IL 60638"
203,Block Level LSLR,CONSUMER,4801 S LAMON AVE,Completed,60638,22,2025-10-03 00:00:00,2025.0,10/2025,10-03,4801 S LAMON AVE,394,Block Level LSLR 4801 S LAMON AVE,"4801 S LAMON AVE, CHICAGO, IL 60638"
226,Block Level LSLR,CONSUMER,4833 S LAMON AVE,Completed,60638,22,2025-10-02 14:34:00,2025.0,10/2025,10-02,4833 S LAMON AVE,395,Block Level LSLR 4833 S LAMON AVE,"4833 S LAMON AVE, CHICAGO, IL 60638"
234,Block Level LSLR,PUBLIC,4847 S LAMON AVE,Completed,60638,22,2025-10-02 00:00:00,2025.0,10/2025,10-02,4847 S LAMON AVE,396,Block Level LSLR 4847 S LAMON AVE,"4847 S LAMON AVE, CHICAGO, IL 60638"
225,Block Level LSLR,PUBLIC,4833 S LAMON AVE,Completed,60638,22,2025-10-02 00:00:00,2025.0,10/2025,10-02,4833 S LAMON AVE,397,Block Level LSLR 4833 S LAMON AVE,"4833 S LAMON AVE, CHICAGO, IL 60638"
233,Block Level LSLR,CONSUMER,4847 S LAMON AVE,Completed,60638,22,2025-10-02 00:00:00,2025.0,10/2025,10-02,4847 S LAMON AVE,398,Block Level LSLR 4847 S LAMON AVE,"4847 S LAMON AVE, CHICAGO, IL 60638"
184,Block Level LSLR,PUBLIC,4731 S LAMON AVE,Completed,60638,22,2025-10-01 00:00:00,2025.0,10/2025,10-01,4731 S LAMON AVE,399,Block Level LSLR 4731 S LAMON AVE,"4731 S LAMON AVE, CHICAGO, IL 60638"
240,Block Level LSLR,CONSUMER,4855 S LAMON AVE,Completed,60638,22,2025-10-01 00:00:00,2025.0,10/2025,10-01,4855 S LAMON AVE,400,Block Level LSLR 4855 S LAMON AVE,"4855 S LAMON AVE, CHICAGO, IL 60638"
239,Block Level LSLR,PUBLIC,4855 S LAMON AVE,Completed,60638,22,2025-10-01 00:00:00,2025.0,10/2025,10-01,4855 S LAMON AVE,401,Block Level LSLR 4855 S LAMON AVE,"4855 S LAMON AVE, CHICAGO, IL 60638"
183,Block Level LSLR,CONSUMER,4731 S LAMON AVE,Completed,60638,22,2025-10-01 00:00:00,2025.0,10/2025,10-01,4731 S LAMON AVE,402,Block Level LSLR 4731 S LAMON AVE,"4731 S LAMON AVE, CHICAGO, IL 60638"
206,Block Level LSLR,PUBLIC,4805 S LAMON AVE,Completed,60638,22,2025-10-01 00:00:00,2025.0,10/2025,10-01,4805 S LAMON AVE,403,Block Level LSLR 4805 S LAMON AVE,"4805 S LAMON AVE, CHICAGO, IL 60638"
205,Block Level LSLR,CONSUMER,4805 S LAMON AVE,Completed,60638,22,2025-10-01 00:00:00,2025.0,10/2025,10-01,4805 S LAMON AVE,404,Block Level LSLR 4805 S LAMON AVE,"4805 S LAMON AVE, CHICAGO, IL 60638"
156,Block Level LSLR,CONSUMER,4621 S LAMON AVE,Completed,60638,22,2025-09-30 14:26:00,2025.0,09/2025,09-30,4621 S LAMON AVE,405,Block Level LSLR 4621 S LAMON AVE,"4621 S LAMON AVE, CHICAGO, IL 60638"
223,Block Level LSLR,PUBLIC,4831 S LAMON AVE,Completed,60638,22,2025-09-30 00:00:00,2025.0,09/2025,09-30,4831 S LAMON AVE,406,Block Level LSLR 4831 S LAMON AVE,"4831 S LAMON AVE, CHICAGO, IL 60638"
216,Block Level LSLR,PUBLIC,4819 S LAMON AVE,Completed,60638,22,2025-09-30 00:00:00,2025.0,09/2025,09-30,4819 S LAMON AVE,407,Block Level LSLR 4819 S LAMON AVE,"4819 S LAMON AVE, CHICAGO, IL 60638"
147,Block Level LSLR,CONSUMER,4605 S LAMON AVE,Completed,60638,22,2025-09-30 00:00:00,2025.0,09/2025,09-30,4605 S LAMON AVE,408,Block Level LSLR 4605 S LAMON AVE,"4605 S LAMON AVE, CHICAGO, IL 60638"
148,Block Level LSLR,PUBLIC,4605 S LAMON AVE,Completed,60638,22,2025-09-30 00:00:00,2025.0,09/2025,09-30,4605 S LAMON AVE,409,Block Level LSLR 4605 S LAMON AVE,"4605 S LAMON AVE, CHICAGO, IL 60638"
215,Block Level LSLR,CONSUMER,4819 S LAMON AVE,Completed,60638,22,2025-09-30 00:00:00,2025.0,09/2025,09-30,4819 S LAMON AVE,410,Block Level LSLR 4819 S LAMON AVE,"4819 S LAMON AVE, CHICAGO, IL 60638"
230,Block Level LSLR,CONSUMER,4841 S LAMON AVE,Completed,60638,22,2025-09-29 15:43:00,2025.0,09/2025,09-29,4841 S LAMON AVE,411,Block Level LSLR 4841 S LAMON AVE,"4841 S LAMON AVE, CHICAGO, IL 60638"
229,Block Level LSLR,PUBLIC,4841 S LAMON AVE,Completed,60638,22,2025-09-29 00:00:00,2025.0,09/2025,09-29,4841 S LAMON AVE,412,Block Level LSLR 4841 S LAMON AVE,"4841 S LAMON AVE, CHICAGO, IL 60638"
189,Block Level LSLR,CONSUMER,4739 S LAMON AVE,Completed,60638,22,2025-09-29 00:00:00,2025.0,09/2025,09-29,4739 S LAMON AVE,413,Block Level LSLR 4739 S LAMON AVE,"4739 S LAMON AVE, CHICAGO, IL 60638"
